,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
1640,F31056,       209,E,2.0,2020-02-07 10:31:09,2020-02-07,2020-01-27 00:00:00,2020-02-07,,3600.0000000000005,0.0,0
1641,F31057,      4649,E,2.0,2020-02-07 11:46:21,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1651.6365,0.0,0
1642,F31058,       664,E,2.0,2020-02-07 11:56:53,2020-02-07,2020-02-07 00:00:00,2020-02-22,,120.00000000000001,0.0,0
1643,F31059,      5181,E,2.0,2020-02-07 12:55:33,2020-02-07,2020-01-22 00:00:00,2020-02-22,,2115.2364,0.0,0
1644,F31060,      7047,E,2.0,2020-02-07 13:06:09,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1295.2600000000002,0.0,0
1645,F31061,      7048,E,2.0,2020-02-07 13:13:50,2020-02-07,2020-02-07 00:00:00,2020-02-07,,56.050000000000004,0.0,0
1646,F31062,      4397,E,2.0,2020-02-07 13:19:25,2020-02-07,2020-02-07 00:00:00,2020-02-07,,3193.34,0.0,0
1647,F31063,      1586,E,2.0,2020-02-07 13:23:34,2020-02-07,2020-01-29 00:00:00,2020-02-07,,2412.07,0.0,0
1648,F31064,      7046,E,4.0,2020-02-07 13:50:39,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1224.1375,0.0,0
1649,F31065,       993,E,2.0,2020-02-07 14:19:20,2020-02-07,2020-02-07 00:00:00,2020-02-22,,1192.6200000000001,0.0,0
1650,F31066,      1478,E,1.0,2020-02-07 14:33:40,2020-02-07,2020-02-10 00:00:00,2020-03-08,,2986.5000000000005,0.0,0
1651,F31067,       169,E,2.0,2020-02-07 16:03:55,2020-02-07,2020-02-07 00:00:00,2020-02-07,,78.3492,0.0,0
1652,F31068,      6928,E,2.0,2020-02-07 17:22:25,2020-02-07,2020-02-07 00:00:00,2020-02-07,,45.120000000000005,0.0,0
1653,F31069,      1965,E,2.0,2020-02-10 09:34:07,2020-02-10,2020-02-10 00:00:00,2020-02-25,,910.6,136.59,0
1654,F31070,      1965,E,2.0,2020-02-10 09:35:46,2020-02-10,2020-02-10 00:00:00,2020-02-25,,1750.0,262.5,0
1655,F31071,      6232,E,2.0,2020-02-10 11:34:30,2020-02-10,2020-02-10 00:00:00,2020-02-10,,267.27270000000004,0.0,0
1656,F31072,      4810,E,1.0,2020-02-10 11:53:24,2020-02-10,2020-02-07 00:00:00,2020-02-25,,7368.6,0.0,0
1657,F31073,      6885,E,2.0,2020-02-10 12:19:27,2020-02-10,2020-01-28 00:00:00,2020-02-10,,912.7400000000001,0.0,0
1658,F31074,      6846,E,2.0,2020-02-10 12:28:28,2020-02-10,2020-02-10 00:00:00,2020-02-10,,1282.3275,0.0,0
1659,F31075,      7027,E,5.0,2020-02-10 12:42:03,2020-02-10,2020-01-31 00:00:00,2020-02-10,,8400.0,0.0,0
1660,F31076,      7052,C,2.0,2020-02-10 13:25:16,2020-02-10,2020-02-10 00:00:00,2020-02-10,2020-02-10,634.0500000000001,0.0,0
1661,F31077,      7052,E,2.0,2020-02-10 13:33:23,2020-02-10,2020-02-10 00:00:00,2020-02-10,,634.0500000000001,0.0,0
1662,F31078,      7040,E,2.0,2020-02-10 14:43:02,2020-02-10,2020-01-30 00:00:00,2020-02-10,,1193.5845,0.0,0
1663,F31079,      6211,E,2.0,2020-02-10 16:54:27,2020-02-10,2020-02-10 00:00:00,2020-02-10,,350.0,0.0,0
1664,F31080,      2876,E,2.0,2020-02-10 16:57:06,2020-02-10,2020-02-10 00:00:00,2020-02-10,,840.0000000000001,0.0,0
1665,F31081,      5728,E,1.0,2020-02-11 09:39:17,2020-02-11,2020-02-12 00:00:00,2020-02-19,,3612.0,0.0,0
1666,F31082,      6538,E,3.0,2020-02-11 09:49:37,2020-02-11,2020-01-31 00:00:00,2020-02-11,,7500.000000000001,0.0,0
1667,F31083,      1125,E,3.0,2020-02-11 09:52:23,2020-02-11,2020-02-11 00:00:00,2020-02-26,,1436.0000000000002,0.0,0
1668,F31084,      5603,C,2.0,2020-02-11 09:54:43,2020-02-11,2020-02-06 00:00:00,2020-02-11,2020-02-19,5073.700000000001,0.0,0
1669,F31085,      4631,E,2.0,2020-02-11 10:02:33,2020-02-11,2020-02-07 00:00:00,2020-03-12,,5750.0,862.5000000000003,0
1670,F31086,      5847,E,2.0,2020-02-11 10:15:22,2020-02-11,2020-02-11 00:00:00,2020-02-11,,8298.0,0.0,0
1671,F31087,       251,E,3.0,2020-02-11 11:49:18,2020-02-11,2020-01-10 00:00:00,2020-03-12,,4620.0,0.0,0
1672,F31088,      7019,E,5.0,2020-02-11 13:01:51,2020-02-11,2020-01-28 00:00:00,2020-02-11,,4700.0,0.0,0
1673,F31089,      6921,C,2.0,2020-02-11 13:11:39,2020-02-11,2020-02-11 00:00:00,2020-02-11,2020-02-11,189.00000000000003,0.0,0
1674,F31090,      5575,E,2.0,2020-02-11 13:15:13,2020-02-11,2020-01-30 00:00:00,2020-02-11,,717.6,0.0,0
1675,F31091,      6921,E,2.0,2020-02-11 13:24:26,2020-02-11,2020-02-11 00:00:00,2020-02-11,,112.10000000000001,0.0,0
1676,F31092,      6536,E,2.0,2020-02-11 13:55:53,2020-02-11,2020-02-06 00:00:00,2020-02-11,,1032.2828,0.0,0
1677,F31093,      2542,E,2.0,2020-02-11 14:16:49,2020-02-11,2020-02-11 00:00:00,2020-02-11,,3930.0000000000005,0.0,0
1678,F31094,      7044,E,2.0,2020-02-11 14:37:20,2020-02-11,2020-02-05 00:00:00,2020-02-11,,258.62,0.0,0
1679,F31095,      1083,E,3.0,2020-02-11 14:49:58,2020-02-11,2020-02-05 00:00:00,2020-02-11,,15500.000000000002,0.0,0
1680,F31096,      7005,E,2.0,2020-02-11 14:55:52,2020-02-11,2020-01-07 00:00:00,2020-02-11,,655.32,0.0,0
1681,F31097,      4480,E,2.0,2020-02-11 16:01:27,2020-02-11,2020-02-11 00:00:00,2020-02-26,,9965.45,0.0,0
1682,F31098,       632,E,2.0,2020-02-11 16:12:40,2020-02-11,2020-01-22 00:00:00,2020-02-11,,1065.6000000000001,0.0,0
1683,F31099,      4381,E,2.0,2020-02-11 16:28:20,2020-02-11,2020-02-05 00:00:00,2020-02-11,,2022.42,0.0,0
1684,F31100,      6040,E,2.0,2020-02-11 16:32:37,2020-02-11,2020-02-11 00:00:00,2020-02-11,,562.991,0.0,0
1685,F31101,      6839,E,2.0,2020-02-11 16:37:37,2020-02-11,2020-01-28 00:00:00,2020-02-11,,26329.440000000002,0.0,0
1686,F31102,      2568,E,2.0,2020-02-11 16:46:46,2020-02-11,2020-01-31 00:00:00,2020-03-12,,1587.2400000000002,0.0,0
1687,F31103,      5926,E,2.0,2020-02-11 16:58:36,2020-02-11,2020-02-11 00:00:00,2020-02-11,,562.25,0.0,0
1688,F31104,      5926,E,2.0,2020-02-11 17:05:00,2020-02-11,2020-02-07 00:00:00,2020-02-11,,1150.1864,0.0,0
1689,F31105,      7050,E,2.0,2020-02-11 17:05:48,2020-02-11,2020-02-10 00:00:00,2020-02-11,,350.00000000000006,0.0,0
1690,F31106,       537,E,2.0,2020-02-11 17:15:44,2020-02-11,2020-02-11 00:00:00,2020-03-12,,10731.6,0.0,0
1691,F31107,        85,E,4.0,2020-02-11 17:22:01,2020-02-11,2020-02-05 00:00:00,2020-02-26,,2750.0,0.0,0
1692,F31108,      1852,E,2.0,2020-02-11 17:41:43,2020-02-11,2020-02-11 00:00:00,2020-02-11,,7125.894600000001,0.0,0
1693,F31109,      5156,E,2.0,2020-02-11 17:53:44,2020-02-11,2020-02-11 00:00:00,2020-02-11,,2909.8955000000005,0.0,0
1694,F31110,       941,E,4.0,2020-02-12 08:58:51,2020-02-12,2020-02-12 00:00:00,2020-03-13,,4722.1,0.0,0
1695,F31111,      5472,E,2.0,2020-02-12 09:11:18,2020-02-12,2020-02-12 00:00:00,2020-02-12,,576.0,0.0,0
1696,F31112,      6457,E,,2020-02-12 09:17:21,2020-02-12,2020-02-12 00:00:00,2020-02-12,,3300.0000000000005,0.0,0
1697,F31113,       806,E,2.0,2020-02-12 09:41:21,2020-02-12,2020-01-28 00:00:00,2020-02-27,,504.88000000000005,0.0,0
1698,F31114,      5441,E,5.0,2020-02-12 09:45:13,2020-02-12,2020-02-18 00:00:00,2020-02-12,,7780.000000000001,0.0,0
1699,F31115,      3852,E,1.0,2020-02-12 10:22:52,2020-02-12,2020-02-07 00:00:00,2020-02-27,,3196.2500000000005,0.0,0
1700,F31116,      5926,E,1.0,2020-02-12 10:33:04,2020-02-12,2020-02-17 00:00:00,2020-02-12,,5552.000000000001,0.0,0
1701,F31117,      3931,E,2.0,2020-02-12 10:54:52,2020-02-12,2020-02-12 00:00:00,2020-02-12,,288.8,0.0,0
1702,F31118,      5782,E,1.0,2020-02-12 11:49:21,2020-02-12,2020-02-12 00:00:00,2020-02-12,,25837.500000000004,0.0,0
1703,F31119,       203,E,2.0,2020-02-12 12:43:48,2020-02-12,2020-02-06 00:00:00,2020-02-12,,966.5000000000001,0.0,0
1704,F31120,      7054,E,2.0,2020-02-12 13:15:06,2020-02-12,2020-02-12 00:00:00,2020-02-12,,637.0,0.0,0
1705,F31121,      3855,E,2.0,2020-02-12 13:33:08,2020-02-12,2020-02-06 00:00:00,2020-02-12,,7520.9400000000005,0.0,0
1706,F31122,      4631,E,2.0,2020-02-12 17:08:37,2020-02-12,2020-02-12 00:00:00,2020-03-13,,5850.000000000001,877.5000000000002,0
1707,F31123,      7055,E,2.0,2020-02-12 17:37:12,2020-02-12,2020-02-12 00:00:00,2020-02-12,,1051.5276000000001,0.0,0
1708,F31124,      7048,E,2.0,2020-02-13 09:06:18,2020-02-13,2020-02-13 00:00:00,2020-02-13,,98.97,0.0,0
1709,F31125,      6772,E,3.0,2020-02-13 09:25:30,2020-02-13,2020-02-13 00:00:00,2020-02-13,,2104.0,0.0,0
1710,F31126,      6159,E,2.0,2020-02-13 11:00:00,2020-02-13,2020-02-13 00:00:00,2020-02-13,,636.9000000000001,0.0,0
1711,F31127,      4485,E,2.0,2020-02-13 11:03:10,2020-02-13,2020-02-07 00:00:00,2020-02-13,,980.0000000000001,0.0,0
1712,F31128,      5683,E,2.0,2020-02-13 11:56:40,2020-02-13,2020-02-13 00:00:00,2020-02-13,,307.8075,0.0,0
1713,F31129,      7056,E,2.0,2020-02-13 12:07:42,2020-02-13,2020-02-13 00:00:00,2020-02-13,,16800.0,0.0,0
1714,F31130,      6397,E,2.0,2020-02-13 12:22:29,2020-02-13,2020-02-13 00:00:00,2020-02-13,,252.16000000000003,0.0,0
1715,F31131,      4420,E,2.0,2020-02-13 12:40:18,2020-02-13,2020-02-13 00:00:00,2020-02-13,,4287.5,0.0,0
1716,F31132,      7057,E,3.0,2020-02-13 15:00:45,2020-02-13,2020-02-13 00:00:00,2020-02-13,,190.0,0.0,0
1717,F31133,      6882,E,2.0,2020-02-13 17:38:13,2020-02-13,2020-02-13 00:00:00,2020-02-13,,485.96000000000004,0.0,0
1718,F31134,      2385,E,5.0,2020-02-14 08:49:19,2020-02-14,2020-02-07 00:00:00,2020-03-15,,5640.0,0.0,0
1719,F31135,      7023,E,5.0,2020-02-14 09:22:25,2020-02-14,2020-02-17 00:00:00,2020-02-14,,4650.0,0.0,0
1720,F31136,      3852,E,1.0,2020-02-14 09:24:33,2020-02-14,2020-01-29 00:00:00,2020-02-29,,2850.0000000000005,0.0,0
1721,F31137,      2390,E,1.0,2020-02-14 09:26:43,2020-02-14,2020-02-14 00:00:00,2020-03-15,,49800.00000000001,0.0,0
1722,F31138,      7058,E,2.0,2020-02-14 09:59:43,2020-02-14,2020-02-14 00:00:00,2020-02-14,,697.0000000000001,0.0,0
1723,F31139,      5862,E,2.0,2020-02-14 11:00:54,2020-02-14,2020-02-05 00:00:00,2020-02-14,,574.2,0.0,0
1724,F31140,      1965,E,2.0,2020-02-14 11:14:34,2020-02-14,2020-02-07 00:00:00,2020-02-29,,1029.0,154.35000000000002,0
1725,F31141,      7053,E,3.0,2020-02-14 11:26:39,2020-02-14,2020-02-11 00:00:00,2020-02-14,,5456.0,0.0,0
1726,F31142,      7059,E,2.0,2020-02-14 11:41:40,2020-02-14,2020-02-14 00:00:00,2020-02-14,,743.318,0.0,0
1727,F31143,      5046,E,2.0,2020-02-14 11:51:14,2020-02-14,2020-02-14 00:00:00,2020-02-14,,332.5,0.0,0
1728,F31144,        95,E,2.0,2020-02-14 12:38:51,2020-02-14,2019-12-11 00:00:00,2020-02-14,,432.76000000000005,0.0,0
1729,F31145,        95,E,2.0,2020-02-14 12:39:41,2020-02-14,2019-12-11 00:00:00,2020-02-14,,432.76000000000005,0.0,0
1730,F31146,         6,E,2.0,2020-02-14 12:52:07,2020-02-14,2020-02-10 00:00:00,2020-02-29,,5310.0,0.0,0
1731,F31147,      6266,E,2.0,2020-02-14 14:12:59,2020-02-14,2020-02-14 00:00:00,2020-02-14,,833.8000000000002,0.0,0
1732,F31148,      5728,E,1.0,2020-02-14 14:32:23,2020-02-14,2020-02-12 00:00:00,2020-02-22,,3468.0000000000005,0.0,0
1733,F31149,      5804,E,2.0,2020-02-14 15:52:41,2020-02-14,2020-01-29 00:00:00,2020-02-14,,713.48,0.0,0
1734,F31150,      7030,E,2.0,2020-02-14 16:37:52,2020-02-14,2020-02-14 00:00:00,2020-02-14,,260.0,0.0,0
1735,F31151,      5591,E,2.0,2020-02-14 16:57:25,2020-02-14,2020-01-31 00:00:00,2020-02-14,,2094.84,0.0,0
1736,F31152,      2837,E,3.0,2020-02-17 08:16:56,2020-02-17,2020-02-17 00:00:00,2020-02-17,,620.0,0.0,0
1737,F31153,       644,E,1.0,2020-02-17 08:49:05,2020-02-17,2020-02-14 00:00:00,2020-04-17,,4856.0,0.0,0
1738,F31154,       161,E,5.0,2020-02-17 08:57:52,2020-02-17,2020-02-19 00:00:00,2020-03-18,,3700.0000000000005,0.0,0
1739,F31155,      1289,E,5.0,2020-02-17 09:11:42,2020-02-17,2020-02-17 00:00:00,2020-03-18,,5631.18,0.0,0
1740,F31156,      6884,E,3.0,2020-02-17 09:35:11,2020-02-17,2020-02-13 00:00:00,2020-02-17,,1970.5000000000002,0.0,0
1741,F31157,      6232,E,2.0,2020-02-17 10:27:44,2020-02-17,2020-02-10 00:00:00,2020-02-17,,1210.17,0.0,0
1742,F31158,      5046,E,2.0,2020-02-17 10:55:54,2020-02-17,2020-02-17 00:00:00,2020-02-17,,226.47,0.0,0
1743,F31159,       403,E,2.0,2020-02-17 11:31:07,2020-02-17,2020-02-10 00:00:00,2020-02-17,,1905.5600000000002,190.56,0
1744,F31160,      5926,E,2.0,2020-02-17 14:25:05,2020-02-17,2020-02-12 00:00:00,2020-02-17,,2350.4,0.0,0
1745,F31161,      2549,E,2.0,2020-02-17 17:22:49,2020-02-17,2020-02-13 00:00:00,2020-03-18,,1112.0,0.0,0
1746,F31162,      5926,E,2.0,2020-02-17 17:25:01,2020-02-17,2020-02-17 00:00:00,2020-02-17,,504.32000000000005,0.0,0
1747,F31163,      5926,E,2.0,2020-02-17 17:34:38,2020-02-17,2020-02-17 00:00:00,2020-02-17,,140.0,0.0,0
1748,F31164,      6478,E,2.0,2020-02-17 17:50:08,2020-02-17,2020-02-17 00:00:00,2020-02-17,,385.00000000000006,0.0,0
1749,F31165,      5926,E,2.0,2020-02-17 18:11:08,2020-02-17,2020-02-17 00:00:00,2020-02-17,,597.2900000000001,0.0,0
1750,F31166,      4668,C,2.0,2020-02-18 09:17:41,2020-02-18,2020-02-10 00:00:00,2020-02-18,2020-02-18,2762.9399999999996,0.0,0
1751,F31167,      2595,E,2.0,2020-02-18 09:26:55,2020-02-18,2020-02-18 00:00:00,2020-02-18,,2762.9400000000005,0.0,0
1752,F31168,       161,E,5.0,2020-02-18 09:47:50,2020-02-18,2020-02-19 00:00:00,2020-03-19,,1230.0,0.0,0
1753,F31169,      3666,E,2.0,2020-02-18 09:50:12,2020-02-18,2020-02-07 00:00:00,2020-02-18,,1389.15,0.0,0
1754,F31170,      6033,E,2.0,2020-02-18 10:04:40,2020-02-18,2020-02-14 00:00:00,2020-02-18,,431.03440000000006,0.0,0
1755,F31171,      3616,E,2.0,2020-02-18 10:18:11,2020-02-18,2020-01-30 00:00:00,2020-02-18,,649.0,0.0,0
1756,F31172,      5173,E,2.0,2020-02-18 10:23:21,2020-02-18,2020-02-10 00:00:00,2020-02-18,,1924.8400000000001,0.0,0
1757,F31173,      2768,E,3.0,2020-02-18 10:32:17,2020-02-18,2020-02-18 00:00:00,2020-03-19,,4770.4800000000005,0.0,0
1758,F31174,      4802,E,2.0,2020-02-18 10:40:49,2020-02-18,2020-02-18 00:00:00,2020-02-18,,190.90900000000002,0.0,0
1759,F31175,      6118,E,2.0,2020-02-18 10:59:52,2020-02-18,2020-01-17 00:00:00,2020-02-18,,4866.0,0.0,0
1760,F31176,       169,E,2.0,2020-02-18 11:08:42,2020-02-18,2020-02-18 00:00:00,2020-02-18,,1975.0000000000002,0.0,0
1761,F31177,      5782,E,1.0,2020-02-18 14:00:02,2020-02-18,2020-02-19 00:00:00,2020-02-18,,27375.0,0.0,0
1762,F31178,       644,E,1.0,2020-02-18 14:10:31,2020-02-18,2020-02-18 00:00:00,2020-04-18,,8925.0,0.0,0
1763,F31179,      7060,E,5.0,2020-02-18 15:47:14,2020-02-18,2020-02-18 00:00:00,2020-02-18,,1309.6363999999999,0.0,0
1764,F31180,      6658,E,2.0,2020-02-18 15:50:42,2020-02-18,2020-02-18 00:00:00,2020-02-18,,352.091,0.0,0
1765,F31181,      4598,E,1.0,2020-02-19 07:50:19,2020-02-19,2020-02-14 00:00:00,2020-03-20,,11905.05,0.0,0
1766,F31182,      2465,E,1.0,2020-02-19 08:08:20,2020-02-19,2020-02-19 00:00:00,2020-03-05,,5905.0,0.0,0
1767,F31183,      6377,E,2.0,2020-02-19 08:43:58,2020-02-19,2020-02-18 00:00:00,2020-02-19,,68.98,0.0,0
1768,F31184,      5926,E,2.0,2020-02-19 09:23:26,2020-02-19,2020-02-18 00:00:00,2020-02-19,,1479.3200000000002,55.480000000000004,0
1769,F31185,      1130,E,2.0,2020-02-19 09:49:38,2020-02-19,2020-02-18 00:00:00,2020-02-27,,1052.0,0.0,0
1770,F31186,      7061,E,2.0,2020-02-19 10:42:28,2020-02-19,2020-02-19 00:00:00,2020-02-19,,103.45,0.0,0
1771,F31187,      6754,E,2.0,2020-02-19 11:12:06,2020-02-19,2020-02-19 00:00:00,2020-02-19,,1126.681,0.0,0
1772,F31188,      5603,E,2.0,2020-02-19 11:19:28,2020-02-19,2020-02-06 00:00:00,2020-02-19,,5073.700000000001,0.0,0
1773,F31189,      1130,E,2.0,2020-02-19 12:09:29,2020-02-19,2020-01-28 00:00:00,2020-02-27,,6633.6165,0.0,0
1774,F31190,      3455,E,2.0,2020-02-19 12:16:10,2020-02-19,2020-02-19 00:00:00,2020-02-19,,1603.8000000000002,0.0,0
1775,F31191,      7033,E,4.0,2020-02-19 12:37:04,2020-02-19,2020-02-04 00:00:00,2020-02-19,,1950.0000000000002,0.0,0
1776,F31192,      5926,E,2.0,2020-02-19 14:19:07,2020-02-19,2020-02-19 00:00:00,2020-02-19,,183.0,0.0,0
1777,F31193,      3855,E,2.0,2020-02-19 14:22:22,2020-02-19,2020-02-19 00:00:00,2020-02-19,,6380.000000000001,0.0,0
1778,F31194,      3951,E,2.0,2020-02-19 17:10:41,2020-02-19,2020-02-19 00:00:00,2020-02-19,,442.17300000000006,0.0,0
1779,F31195,      5926,E,2.0,2020-02-19 17:15:51,2020-02-19,2020-02-19 00:00:00,2020-02-19,,145.87,0.0,0
1780,F31196,      3951,E,2.0,2020-02-19 17:30:28,2020-02-19,2020-02-17 00:00:00,2020-02-19,,1148.64,0.0,0
1781,F31197,      3951,E,2.0,2020-02-19 17:33:02,2020-02-19,2020-02-19 00:00:00,2020-02-19,,116.83640000000001,0.0,0
1782,F31198,      7045,E,2.0,2020-02-19 18:00:08,2020-02-19,2020-02-19 00:00:00,2020-02-19,,5853.599999999999,0.0,0
1783,F31199,        43,E,1.0,2020-02-20 07:54:04,2020-02-20,2020-02-20 00:00:00,2020-03-21,,373.9,0.0,0
1784,F31200,        43,E,1.0,2020-02-20 07:57:41,2020-02-20,2020-02-25 00:00:00,2020-03-21,,13962.000000000002,1396.2,0
1785,F31201,      3825,E,5.0,2020-02-20 08:24:12,2020-02-20,2020-02-20 00:00:00,2020-03-21,,1020.6,0.0,0
1786,F31202,      6594,E,3.0,2020-02-20 09:06:39,2020-02-20,2020-02-20 00:00:00,2020-02-20,,224.20000000000002,0.0,0
1787,F31203,      3951,E,2.0,2020-02-20 09:23:06,2020-02-20,2020-02-20 00:00:00,2020-02-20,,146.83640000000003,0.0,0
1788,F31204,      5926,E,3.0,2020-02-20 09:29:44,2020-02-20,2020-02-20 00:00:00,2020-02-20,,2698.7000000000003,0.0,0
1789,F31205,      7062,E,2.0,2020-02-20 09:48:08,2020-02-20,2020-02-20 00:00:00,2020-02-20,,524.33,0.0,0
1790,F31206,      6744,E,3.0,2020-02-20 09:57:45,2020-02-20,2020-02-12 00:00:00,2020-02-20,,7883.468800000001,0.0,0
1791,F31207,      6626,E,2.0,2020-02-20 10:45:48,2020-02-20,2020-02-20 00:00:00,2020-02-20,,120.00000000000001,0.0,0
1792,F31208,      6949,E,3.0,2020-02-20 11:23:52,2020-02-20,2020-01-13 00:00:00,2020-03-21,,15067.920000000002,0.0,0
1793,F31209,      6744,E,3.0,2020-02-20 11:48:46,2020-02-20,2020-02-07 00:00:00,2020-02-20,,1362.0,0.0,0
1794,F31210,      6154,E,2.0,2020-02-20 12:07:28,2020-02-20,2020-02-20 00:00:00,2020-02-20,,637.0,0.0,0
1795,F31211,       806,E,2.0,2020-02-20 12:16:45,2020-02-20,2020-02-13 00:00:00,2020-03-06,,1020.2600000000001,0.0,0
1796,F31212,      5863,E,2.0,2020-02-20 12:38:25,2020-02-20,2020-02-13 00:00:00,2020-02-20,,3327.6000000000004,0.0,0
1797,F31213,       925,E,1.0,2020-02-20 13:09:59,2020-02-20,2020-02-20 00:00:00,2020-04-20,,6783.000000000001,0.0,0
1798,F31214,      5358,E,2.0,2020-02-20 13:37:04,2020-02-20,2020-02-20 00:00:00,2020-02-20,,1267.42,0.0,0
1799,F31215,      7062,E,2.0,2020-02-20 14:07:40,2020-02-20,2020-02-20 00:00:00,2020-02-20,,280.0,0.0,0
1800,F31216,      7018,E,2.0,2020-02-20 14:22:29,2020-02-20,2020-02-20 00:00:00,2020-02-20,,180.00000000000003,0.0,0
1801,F31217,      4687,E,2.0,2020-02-20 14:39:56,2020-02-20,2020-02-20 00:00:00,2020-02-20,,828.1,0.0,0
1802,F31218,      7065,E,2.0,2020-02-20 18:08:03,2020-02-20,2020-02-20 00:00:00,2020-02-20,,3507.2700000000004,0.0,0
1803,F31219,      6978,E,3.0,2020-02-21 07:54:27,2020-02-21,2020-02-14 00:00:00,2020-02-21,,6946.0,0.0,0
1804,F31220,      6978,E,3.0,2020-02-21 08:22:42,2020-02-21,2020-02-14 00:00:00,2020-02-21,,6370.000000000001,0.0,0
1805,F31221,      6573,E,2.0,2020-02-21 10:16:10,2020-02-21,2020-02-21 00:00:00,2020-02-21,,200.0,0.0,0
1806,F31222,       357,E,2.0,2020-02-21 10:22:00,2020-02-21,2020-02-21 00:00:00,2020-03-07,,3150.0000000000005,0.0,0
1807,F31223,      1852,E,2.0,2020-02-21 10:29:17,2020-02-21,2020-02-21 00:00:00,2020-03-07,,6930.000000000001,0.0,0
1808,F31224,      1852,E,2.0,2020-02-21 10:32:03,2020-02-21,2020-02-21 00:00:00,2020-03-07,,1191.96,0.0,0
1809,F31225,       925,E,1.0,2020-02-21 10:34:40,2020-02-21,2020-02-26 00:00:00,2020-04-21,,2261.0,0.0,0
1810,F31226,      6016,E,2.0,2020-02-21 10:52:47,2020-02-21,2020-02-21 00:00:00,2020-02-21,,179.454,0.0,0
1811,F31227,      6670,E,2.0,2020-02-21 11:43:38,2020-02-21,2020-01-21 00:00:00,2020-02-21,,30019.2,0.0,0
1812,F31228,      7051,E,5.0,2020-02-21 11:45:30,2020-02-21,2020-02-17 00:00:00,2020-02-21,,4745.0,0.0,0
1813,F31229,      5926,E,2.0,2020-02-21 11:48:36,2020-02-21,2020-02-21 00:00:00,2020-02-21,,1235.5200000000002,0.0,0
1814,F31230,      7064,E,2.0,2020-02-21 12:05:46,2020-02-21,2020-02-21 00:00:00,2020-02-21,,2067.1982000000003,0.0,0
1815,F31231,      7066,E,2.0,2020-02-21 13:43:39,2020-02-21,2020-02-21 00:00:00,2020-02-21,,584.182,0.0,0
1816,F31232,      3033,E,2.0,2020-02-21 15:19:15,2020-02-21,2020-02-21 00:00:00,2020-02-21,,135.0,0.0,0
1817,F31233,      4381,E,2.0,2020-02-21 16:56:35,2020-02-21,2020-02-14 00:00:00,2020-02-21,,674.14,0.0,0
1818,F31234,      7060,E,5.0,2020-02-21 17:14:26,2020-02-21,2020-02-21 00:00:00,2020-02-21,,1199.0,0.0,0
1819,F31235,      7068,C,2.0,2020-02-21 17:51:40,2020-02-21,2020-02-21 00:00:00,2020-02-21,2020-02-27,227.50000000000003,0.0,0
1820,F31236,      7068,E,2.0,2020-02-21 17:54:08,2020-02-21,2020-02-21 00:00:00,2020-02-21,,227.50000000000003,0.0,0
1821,F31237,      6811,E,1.0,2020-02-21 18:04:33,2020-02-21,2020-02-19 00:00:00,2020-02-21,,9262.5,0.0,0
1822,F31238,       161,E,5.0,2020-02-24 09:05:48,2020-02-24,2020-02-26 00:00:00,2020-03-25,,1954.0,0.0,0
1823,F31239,      6457,E,1.0,2020-02-24 09:13:26,2020-02-24,2020-02-25 00:00:00,2020-02-24,,3300.0000000000005,0.0,0
1824,F31240,      7069,E,2.0,2020-02-24 09:22:30,2020-02-24,2020-02-24 00:00:00,2020-02-24,,915.95,0.0,0
1825,F31241,      1583,E,3.0,2020-02-24 09:31:35,2020-02-24,2020-02-13 00:00:00,2020-03-10,,12879.000000000002,0.0,0
1826,F31242,      5233,E,2.0,2020-02-24 09:51:46,2020-02-24,2020-02-17 00:00:00,2020-02-24,,2980.0000000000005,0.0,0
1827,F31243,      7070,E,2.0,2020-02-24 10:33:31,2020-02-24,2020-02-24 00:00:00,2020-02-24,,485.74000000000007,0.0,0
1828,F31244,      6218,E,2.0,2020-02-24 11:00:31,2020-02-24,2020-02-25 00:00:00,2020-02-24,,344.83000000000004,0.0,0
1829,F31245,      2768,E,3.0,2020-02-24 11:05:58,2020-02-24,2020-02-24 00:00:00,2020-03-25,,4770.4800000000005,0.0,0
1830,F31246,       687,E,3.0,2020-02-24 11:15:54,2020-02-24,2020-02-24 00:00:00,2020-03-25,,10560.300000000001,0.0,0
1831,F31247,      3063,E,2.0,2020-02-24 11:31:00,2020-02-24,2020-02-06 00:00:00,2020-02-24,,17710.0,0.0,0
1832,F31248,      6055,E,2.0,2020-02-24 11:45:49,2020-02-24,2020-02-24 00:00:00,2020-02-24,,813.0,0.0,0
1833,F31249,      6027,E,2.0,2020-02-24 11:59:13,2020-02-24,2020-02-24 00:00:00,2020-02-24,,347.2875,0.0,0
1834,F31250,      5426,E,3.0,2020-02-24 12:04:27,2020-02-24,2020-02-19 00:00:00,2020-02-24,,694.575,0.0,0
1835,F31251,      7072,C,2.0,2020-02-24 13:53:52,2020-02-24,2020-02-24 00:00:00,2020-02-24,2020-02-27,592.091,0.0,0
1836,F31252,      7072,E,2.0,2020-02-24 13:59:22,2020-02-24,2020-02-24 00:00:00,2020-02-24,,592.091,0.0,0
