,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
1443,F30859,      7024,E,2.0,2020-01-21 16:24:43,2020-01-21,2020-01-21 00:00:00,2020-01-21,,637.0,0.0,0
1444,F30860,      7025,E,2.0,2020-01-21 16:42:28,2020-01-21,2020-01-21 00:00:00,2020-01-21,,157.5,0.0,0
1445,F30861,      6885,E,5.0,2020-01-21 17:26:35,2020-01-21,2020-01-21 00:00:00,2020-01-21,,1034.4827,0.0,0
1446,F30862,      6949,E,3.0,2020-01-21 18:03:01,2020-01-21,2020-01-22 00:00:00,2020-01-21,,5429.200000000001,0.0,0
1447,F30863,      5271,E,3.0,2020-01-22 08:15:15,2020-01-22,2020-01-09 00:00:00,2020-02-21,,3500.0,0.0,0
1448,F30864,      5165,E,1.0,2020-01-22 08:54:50,2020-01-22,2020-01-23 00:00:00,2020-02-21,,12512.500000000002,0.0,0
1449,F30865,      5258,E,2.0,2020-01-22 09:40:22,2020-01-22,2020-01-22 00:00:00,2020-01-22,,282.76000000000005,0.0,0
1450,F30866,       161,E,5.0,2020-01-22 09:50:10,2020-01-22,2020-01-21 00:00:00,2020-02-21,,3700.0000000000005,0.0,0
1451,F30867,       466,E,1.0,2020-01-22 10:32:08,2020-01-22,2020-01-22 00:00:00,2020-03-22,,1937.6000000000001,0.0,0
1452,F30868,      5804,E,2.0,2020-01-22 10:44:11,2020-01-22,2020-01-14 00:00:00,2020-01-22,,834.23,0.0,0
1453,F30869,      7029,E,2.0,2020-01-22 10:58:45,2020-01-22,2020-01-22 00:00:00,2020-01-22,,103.25000000000001,0.0,0
1454,F30870,      4649,E,2.0,2020-01-22 11:22:01,2020-01-22,2020-01-22 00:00:00,2020-01-22,,519.75,0.0,0
1455,F30871,      6503,E,2.0,2020-01-22 11:34:43,2020-01-22,2020-01-22 00:00:00,2020-01-22,,3222.7400000000007,0.0,0
1456,F30872,      6820,E,2.0,2020-01-22 12:04:01,2020-01-22,2020-01-22 00:00:00,2020-01-22,,406.00000000000006,0.0,0
1457,F30873,      7030,E,2.0,2020-01-22 12:20:01,2020-01-22,2020-01-22 00:00:00,2020-01-22,,913.5000000000001,0.0,0
1458,F30874,      2465,E,1.0,2020-01-22 12:28:18,2020-01-22,2020-01-22 00:00:00,2020-02-06,,3630.0000000000005,0.0,0
1459,F30875,      4050,E,2.0,2020-01-22 12:38:17,2020-01-22,2020-01-22 00:00:00,2020-01-22,,694.575,0.0,0
1460,F30876,      7028,E,1.0,2020-01-22 12:42:44,2020-01-22,2020-01-22 00:00:00,2020-01-22,,600.0,0.0,0
1461,F30877,       361,E,2.0,2020-01-22 13:24:05,2020-01-22,2020-01-16 00:00:00,2020-01-22,,1054.6938,0.0,0
1462,F30878,       361,E,2.0,2020-01-22 13:24:56,2020-01-22,2020-01-16 00:00:00,2020-01-22,,1054.6596000000002,0.0,0
1463,F30879,      2595,E,2.0,2020-01-22 13:45:56,2020-01-22,2020-01-22 00:00:00,2020-01-22,,333.54,0.0,0
1464,F30880,      6692,E,3.0,2020-01-22 17:02:21,2020-01-22,2019-12-23 00:00:00,2020-01-22,,2206.5,0.0,0
1465,F30881,       989,C,2.0,2020-01-22 17:11:36,2020-01-22,2020-01-13 00:00:00,2020-02-06,2020-01-22,1640.0000000000002,0.0,0
1466,F30882,      7026,E,2.0,2020-01-23 08:27:31,2020-01-23,2020-01-22 00:00:00,2020-01-23,,4287.5,0.0,0
1467,F30883,       644,E,1.0,2020-01-23 09:22:18,2020-01-23,2020-01-24 00:00:00,2020-03-23,,71346.0,0.0,0
1468,F30884,       925,E,1.0,2020-01-23 09:26:08,2020-01-23,2020-01-27 00:00:00,2020-03-23,,1800.0000000000002,0.0,0
1469,F30885,      6850,E,5.0,2020-01-23 11:36:49,2020-01-23,2020-01-13 00:00:00,2020-01-23,,2720.0,0.0,0
1470,F30886,      5926,E,2.0,2020-01-23 12:28:08,2020-01-23,2020-01-23 00:00:00,2020-01-23,,212.10000000000002,0.0,0
1471,F30887,      5926,E,2.0,2020-01-23 14:19:02,2020-01-23,2020-01-23 00:00:00,2020-01-23,,737.13,0.0,0
1472,F30888,      3686,E,2.0,2020-01-23 14:46:52,2020-01-23,2020-01-17 00:00:00,2020-01-23,,2600.4500000000003,0.0,0
1473,F30889,      5926,E,2.0,2020-01-23 14:57:10,2020-01-23,2020-01-23 00:00:00,2020-01-23,,13414.760000000002,0.0,0
1474,F30890,      5728,E,1.0,2020-01-23 17:06:58,2020-01-23,2020-01-24 00:00:00,2020-01-31,,1713.6000000000001,0.0,0
1475,F30891,      5728,E,1.0,2020-01-23 17:08:06,2020-01-23,2020-01-24 00:00:00,2020-01-31,,3550.0000000000005,0.0,0
1476,F30892,      5728,E,1.0,2020-01-23 17:09:33,2020-01-23,2020-01-22 00:00:00,2020-01-31,,3550.0000000000005,0.0,0
1477,F30893,      2325,E,3.0,2020-01-24 09:39:33,2020-01-24,2020-01-10 00:00:00,2020-01-24,,12496.5,0.0,0
1478,F30894,      5663,E,2.0,2020-01-24 09:54:49,2020-01-24,2020-01-14 00:00:00,2020-01-24,,6247.8,0.0,0
1479,F30895,      5862,E,2.0,2020-01-24 10:32:39,2020-01-24,2020-01-20 00:00:00,2020-01-24,,574.2,0.0,0
1480,F30896,      4797,E,2.0,2020-01-24 11:06:42,2020-01-24,2020-01-24 00:00:00,2020-02-08,,946.2,0.0,0
1481,F30897,      2279,E,2.0,2020-01-24 11:27:00,2020-01-24,2020-01-24 00:00:00,2020-01-24,,675.6,0.0,0
1482,F30898,      5156,E,2.0,2020-01-24 11:39:10,2020-01-24,2020-01-24 00:00:00,2020-01-24,,1197.0,0.0,0
1483,F30899,      7022,E,2.0,2020-01-24 11:48:11,2020-01-24,2020-01-24 00:00:00,2020-01-24,,3421.36,0.0,0
1484,F30900,      6607,E,2.0,2020-01-24 12:27:11,2020-01-24,2020-01-24 00:00:00,2020-01-24,,1339.68,0.0,0
1485,F30901,      5926,E,3.0,2020-01-24 12:35:09,2020-01-24,2020-01-24 00:00:00,2020-01-24,,690.5,0.0,0
1486,F30902,      5926,E,2.0,2020-01-24 12:40:31,2020-01-24,2020-01-24 00:00:00,2020-01-24,,923.6400000000001,0.0,0
1487,F30903,      5926,E,2.0,2020-01-24 12:57:50,2020-01-24,2020-01-24 00:00:00,2020-01-24,,475.21250000000003,0.0,0
1488,F30904,      4456,E,2.0,2020-01-24 13:21:35,2020-01-24,2020-01-24 00:00:00,2020-01-24,,386.1,0.0,0
1489,F30905,      7032,E,2.0,2020-01-24 15:48:25,2020-01-24,2020-01-24 00:00:00,2020-01-24,,2430.0,0.0,0
1490,F30906,      3011,E,2.0,2020-01-24 16:03:42,2020-01-24,2020-01-24 00:00:00,2020-01-24,,1126.0000000000002,0.0,0
1491,F30907,      5935,E,2.0,2020-01-24 16:04:44,2020-01-24,2020-01-24 00:00:00,2020-02-08,,211.21,0.0,0
1492,F30908,      5438,E,1.0,2020-01-24 16:15:39,2020-01-24,2020-01-20 00:00:00,2020-02-23,,9566.7,0.0,0
1493,F30909,      5926,E,2.0,2020-01-24 16:42:03,2020-01-24,2020-01-24 00:00:00,2020-01-24,,1382.66,0.0,0
1494,F30910,      3686,E,2.0,2020-01-24 17:02:38,2020-01-24,2020-01-17 00:00:00,2020-01-24,,627.3000000000001,0.0,0
1495,F30911,      3930,E,5.0,2020-01-24 17:13:49,2020-01-24,2020-01-21 00:00:00,2020-02-23,,51450.00000000001,0.0,0
1496,F30912,      7006,E,3.0,2020-01-24 17:41:37,2020-01-24,2020-01-09 00:00:00,2020-01-24,,7200.000000000001,0.0,0
1497,F30913,       871,E,1.0,2020-01-24 18:05:56,2020-01-24,2020-01-28 00:00:00,2020-02-08,,2704.0,0.0,0
1498,F30914,       466,E,1.0,2020-01-27 09:32:52,2020-01-27,2020-01-22 00:00:00,2020-03-27,,3180.0,0.0,0
1499,F30915,      5926,E,2.0,2020-01-27 10:41:10,2020-01-27,2020-01-27 00:00:00,2020-01-27,,223.28000000000003,0.0,0
1500,F30916,      6118,E,2.0,2020-01-27 11:43:15,2020-01-27,2020-01-17 00:00:00,2020-01-27,,1581.24,0.0,0
1501,F30917,      5416,E,2.0,2020-01-27 12:25:59,2020-01-27,2020-01-27 00:00:00,2020-01-27,,1296.7042000000001,0.0,0
1502,F30918,      5926,E,2.0,2020-01-27 13:07:03,2020-01-27,2020-01-27 00:00:00,2020-01-27,,2321.46,0.0,0
1503,F30919,      7020,C,3.0,2020-01-27 13:32:28,2020-01-27,2020-01-27 00:00:00,2020-01-27,2020-01-30,14322.44,0.0,0
1504,F30920,      3602,E,2.0,2020-01-27 14:21:30,2020-01-27,2020-01-27 00:00:00,2020-01-27,,336.52,0.0,0
1505,F30921,      3437,E,2.0,2020-01-27 14:57:29,2020-01-27,2020-01-27 00:00:00,2020-01-27,,225.00000000000003,0.0,0
1506,F30922,       466,E,1.0,2020-01-28 08:10:31,2020-01-28,2020-01-28 00:00:00,2020-03-28,,1050.0,0.0,0
1507,F30923,      6744,E,3.0,2020-01-28 08:44:50,2020-01-28,2020-01-28 00:00:00,2020-01-28,,1633.5,0.0,0
1508,F30924,      7034,E,2.0,2020-01-28 09:37:54,2020-01-28,2020-01-28 00:00:00,2020-01-28,,2835.0000000000005,0.0,0
1509,F30925,      5926,E,3.0,2020-01-28 09:42:03,2020-01-28,2020-01-28 00:00:00,2020-01-28,,4903.448200000001,0.0,0
1510,F30926,      6744,E,3.0,2020-01-28 10:01:20,2020-01-28,2020-01-28 00:00:00,2020-01-28,,630.0,0.0,0
1511,F30927,      5458,E,2.0,2020-01-28 11:10:43,2020-01-28,2020-01-28 00:00:00,2020-01-28,,475.21000000000004,0.0,0
1512,F30928,      2385,E,5.0,2020-01-28 11:30:30,2020-01-28,2020-01-23 00:00:00,2020-02-27,,24640.0,0.0,0
1513,F30929,      5926,E,3.0,2020-01-28 11:39:35,2020-01-28,2020-01-28 00:00:00,2020-01-28,,3124.1000000000004,0.0,0
1514,F30930,      1130,E,2.0,2020-01-28 11:57:05,2020-01-28,2020-01-28 00:00:00,2020-02-05,,118.5,0.0,0
1515,F30931,      6536,E,2.0,2020-01-28 11:58:57,2020-01-28,2020-01-28 00:00:00,2020-01-28,,144.0,0.0,0
1516,F30932,      4563,E,2.0,2020-01-28 12:01:57,2020-01-28,2020-01-28 00:00:00,2020-01-28,,7457.6,0.0,0
1517,F30933,      4900,E,2.0,2020-01-28 12:06:29,2020-01-28,2020-01-20 00:00:00,2020-01-28,,1593.12,0.0,0
1518,F30934,      3686,E,2.0,2020-01-28 14:30:31,2020-01-28,2020-01-28 00:00:00,2020-02-12,,148.0,0.0,0
1519,F30935,      7035,E,2.0,2020-01-28 16:16:31,2020-01-28,2020-01-28 00:00:00,2020-01-28,,474.1379,0.0,0
1520,F30936,      5926,E,2.0,2020-01-28 16:21:52,2020-01-28,2020-01-28 00:00:00,2020-01-28,,817.2800000000001,0.0,0
1521,F30937,      7036,E,2.0,2020-01-28 16:24:18,2020-01-28,2020-01-28 00:00:00,2020-01-28,,1250.0,0.0,0
1522,F30938,      5926,E,2.0,2020-01-28 16:28:26,2020-01-28,2020-01-28 00:00:00,2020-01-28,,592.0,0.0,0
1523,F30939,      6434,E,2.0,2020-01-28 16:39:17,2020-01-28,2020-01-17 00:00:00,2020-01-28,,805.1800000000001,0.0,0
1524,F30940,      6434,E,2.0,2020-01-28 16:48:18,2020-01-28,2020-01-28 00:00:00,2020-01-28,,332.5,0.0,0
1525,F30941,      3058,E,2.0,2020-01-28 17:25:48,2020-01-28,2020-01-20 00:00:00,2020-01-28,,1197.0,0.0,0
1526,F30942,      5177,E,1.0,2020-01-29 08:07:47,2020-01-29,2020-01-28 00:00:00,2020-02-28,,1860.0,0.0,0
1527,F30943,      5966,E,2.0,2020-01-29 11:27:54,2020-01-29,2020-01-22 00:00:00,2020-01-29,,2963.1000000000004,0.0,0
1528,F30944,      7037,E,2.0,2020-01-29 14:10:54,2020-01-29,2020-01-29 00:00:00,2020-01-29,,525.0,0.0,0
1529,F30945,      3951,E,2.0,2020-01-29 14:39:04,2020-01-29,2020-01-16 00:00:00,2020-01-29,,3441.36,0.0,0
1530,F30946,6781|,E,2.0,2020-01-29 16:29:41,2020-01-29,2020-01-29 00:00:00,2020-01-29,,996.2225000000001,0.0,0
1531,F30947,      1586,E,2.0,2020-01-29 16:46:51,2020-01-29,2020-01-17 00:00:00,2020-01-29,,4175.51,0.0,0
1532,F30948,      5424,E,2.0,2020-01-29 17:12:14,2020-01-29,2020-01-17 00:00:00,2020-01-29,,3052.0000000000005,0.0,0
1533,F30949,      6437,E,3.0,2020-01-30 09:40:37,2020-01-30,2020-01-23 00:00:00,2020-02-29,,2980.0,0.0,0
1534,F30950,      7038,E,3.0,2020-01-30 10:31:09,2020-01-30,2020-01-30 00:00:00,2020-01-30,,115.00000000000001,0.0,0
1535,F30951,      7039,E,2.0,2020-01-30 11:52:31,2020-01-30,2020-01-30 00:00:00,2020-01-30,,1226.7822,0.0,0
1536,F30952,      5575,E,2.0,2020-01-30 12:34:11,2020-01-30,2020-01-30 00:00:00,2020-01-30,,359.1,0.0,0
1537,F30953,      6812,E,2.0,2020-01-30 13:39:57,2020-01-30,2020-01-30 00:00:00,2020-01-30,,584.182,0.0,0
1538,F30954,      7040,E,2.0,2020-01-30 13:44:27,2020-01-30,2020-01-30 00:00:00,2020-01-30,,821.9827,0.0,0
1539,F30955,      5926,E,2.0,2020-01-30 13:49:13,2020-01-30,2020-01-29 00:00:00,2020-01-30,,567.0635,0.0,0
1540,F30956,      6032,E,2.0,2020-01-30 14:21:31,2020-01-30,2020-01-30 00:00:00,2020-01-30,,408.8636,0.0,0
1541,F30957,      5853,E,2.0,2020-01-30 15:49:05,2020-01-30,2020-01-30 00:00:00,2020-01-30,,112.00000000000001,0.0,0
1542,F30958,      5173,E,2.0,2020-01-30 15:52:21,2020-01-30,2020-01-30 00:00:00,2020-01-30,,144.0,0.0,0
1543,F30959,       209,E,2.0,2020-01-30 17:31:21,2020-01-30,2020-01-24 00:00:00,2020-01-30,,2709.0,0.0,0
1544,F30960,      2029,E,3.0,2020-01-31 09:15:54,2020-01-31,2020-01-31 00:00:00,2020-02-15,,21024.0,0.0,0
1545,F30961,      1158,E,3.0,2020-01-31 09:22:57,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1956.6637,0.0,0
1546,F30962,      6827,E,2.0,2020-01-31 09:39:16,2020-01-31,2020-01-22 00:00:00,2020-01-31,,894.6,0.0,0
1547,F30963,      2568,E,2.0,2020-01-31 09:57:18,2020-01-31,2020-01-24 00:00:00,2020-03-01,,656.25,0.0,0
1548,F30964,      7023,E,5.0,2020-01-31 10:56:15,2020-01-31,2020-01-31 00:00:00,2020-01-31,,4650.0,0.0,0
1549,F30965,      7041,E,2.0,2020-01-31 11:07:34,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1337.5580000000002,0.0,0
1550,F30966,       209,E,2.0,2020-01-31 11:24:52,2020-01-31,2020-01-30 00:00:00,2020-01-31,,2500.0000000000005,0.0,0
1551,F30967,      1334,E,2.0,2020-01-31 11:41:31,2020-01-31,2020-01-28 00:00:00,2020-01-31,,1039.5,0.0,0
1552,F30968,      6838,E,2.0,2020-01-31 12:23:05,2020-01-31,2020-01-17 00:00:00,2020-01-31,,2862.0000000000005,0.0,0
1553,F30969,      6866,E,2.0,2020-01-31 12:58:07,2020-01-31,2020-01-23 00:00:00,2020-01-31,,2013.6000000000001,0.0,0
1554,F30970,      6204,E,3.0,2020-01-31 14:08:13,2020-01-31,2020-01-16 00:00:00,2020-01-31,,18530.300000000003,0.0,0
1555,F30971,       209,E,2.0,2020-01-31 16:39:56,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7471.26,0.0,0
1556,F30972,      7019,E,5.0,2020-01-31 16:46:27,2020-01-31,2020-01-31 00:00:00,2020-01-31,,3900.0000000000005,0.0,0
1557,F30973,      3855,E,2.0,2020-01-31 16:48:50,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7520.939600000001,0.0,0
1558,F30974,      6795,E,2.0,2020-01-31 17:02:07,2020-01-31,2020-01-31 00:00:00,2020-01-31,,338.62,0.0,0
1559,F30975,      5926,E,2.0,2020-01-31 17:11:03,2020-01-31,2020-01-31 00:00:00,2020-01-31,,206.8965,0.0,0
1560,F30976,       209,E,2.0,2020-01-31 17:19:13,2020-01-31,2020-01-31 00:00:00,2020-01-31,,6391.38,0.0,0
1561,F30977,       871,E,1.0,2020-01-31 17:22:25,2020-01-31,2020-01-27 00:00:00,2020-02-15,,2704.0,0.0,0
1562,F30978,      6588,C,2.0,2020-01-31 17:25:48,2020-01-31,2020-01-31 00:00:00,2020-01-31,2020-01-31,851.8960000000001,0.0,0
1563,F30979,      6322,E,2.0,2020-01-31 17:30:12,2020-01-31,2020-01-29 00:00:00,2020-01-31,,7120.740000000001,0.0,0
1564,F30980,      5926,E,2.0,2020-01-31 17:47:17,2020-01-31,2020-01-31 00:00:00,2020-01-31,,258.6206,0.0,0
1565,F30981,      6547,E,2.0,2020-01-31 17:53:04,2020-01-31,2020-01-27 00:00:00,2020-01-31,,978.75,0.0,0
1566,F30982,      6588,E,2.0,2020-01-31 18:03:48,2020-01-31,2020-01-22 00:00:00,2020-01-31,,1820.8000000000002,0.0,0
1567,F30983,      6839,E,2.0,2020-01-31 18:20:31,2020-01-31,2020-01-31 00:00:00,2020-01-31,,13165.3448,0.0,0
1568,F30984,      6744,E,3.0,2020-01-31 18:22:40,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1362.0,0.0,0
1569,F30985,      6744,E,3.0,2020-01-31 18:33:09,2020-01-31,2020-01-31 00:00:00,2020-01-31,,3400.0000000000005,0.0,0
1570,F30986,      1083,E,3.0,2020-01-31 18:35:07,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7750.000000000001,0.0,0
1571,F30987,      5926,E,2.0,2020-01-31 18:38:12,2020-01-31,2020-01-31 00:00:00,2020-01-31,,280.17240000000004,0.0,0
1572,F30988,      5926,E,2.0,2020-01-31 18:40:30,2020-01-31,2020-01-31 00:00:00,2020-01-31,,5493.405100000001,0.0,0
1573,F30989,      6538,E,5.0,2020-01-31 18:41:50,2020-01-31,2020-01-31 00:00:00,2020-01-31,,11250.000000000002,0.0,0
1574,F30990,      5926,C,2.0,2020-01-31 18:43:18,2020-01-31,2020-01-31 00:00:00,2020-01-31,2020-01-31,689.6551000000001,0.0,0
1575,F30991,      7027,E,5.0,2020-01-31 18:44:38,2020-01-31,2020-01-31 00:00:00,2020-01-31,,4200.0,0.0,0
1576,F30992,      6553,E,3.0,2020-01-31 18:46:13,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1537.1551000000002,0.0,0
1577,F30993,      3808,E,1.0,2020-01-31 18:55:26,2020-01-31,2020-01-31 00:00:00,2020-01-31,,3196.1206,0.0,0
1578,F30994,      5926,E,2.0,2020-01-31 18:57:02,2020-01-31,2020-01-31 00:00:00,2020-01-31,,795.7068,0.0,0
1579,F30995,      6118,E,2.0,2020-01-31 18:58:23,2020-01-31,2020-01-31 00:00:00,2020-01-31,,3591.1724000000004,0.0,0
1580,F30996,      5926,E,2.0,2020-01-31 18:59:55,2020-01-31,2020-01-31 00:00:00,2020-01-31,,862.0689000000001,0.0,0
1581,F30997,      5926,E,2.0,2020-01-31 19:01:52,2020-01-31,2020-01-31 00:00:00,2020-01-31,,303.6206,0.0,0
1582,F30998,      5926,E,2.0,2020-01-31 19:03:06,2020-01-31,2020-01-31 00:00:00,2020-01-31,,431.03440000000006,0.0,0
1583,F30999,      7031,E,3.0,2020-01-31 19:05:01,2020-01-31,2020-01-31 00:00:00,2020-01-31,,768.1637000000001,0.0,0
1584,F31000,      6054,E,2.0,2020-01-31 19:06:13,2020-01-31,2020-01-31 00:00:00,2020-01-31,,13995.8965,0.0,0
1585,F31001,      2568,E,2.0,2020-01-31 19:07:23,2020-01-31,2020-01-31 00:00:00,2020-03-01,,1587.2413000000001,0.0,0
1586,F31002,      3011,E,2.0,2020-02-05 11:42:42,2020-02-05,2020-01-30 00:00:00,2020-02-05,,936.16,0.0,0
1587,F31003,      2768,E,3.0,2020-02-05 12:20:09,2020-02-05,2020-02-05 00:00:00,2020-03-06,,2385.24,0.0,0
1588,F31004,      3011,E,2.0,2020-02-05 12:28:49,2020-02-05,2020-01-30 00:00:00,2020-02-05,,936.1600000000001,0.0,0
1589,F31005,      6202,E,2.0,2020-02-05 12:44:22,2020-02-05,2020-01-24 00:00:00,2020-02-05,,1681.08,0.0,0
1590,F31006,      5926,E,2.0,2020-02-05 12:53:31,2020-02-05,2020-02-05 00:00:00,2020-02-05,,320.73,0.0,0
1591,F31007,      6354,E,2.0,2020-02-05 13:04:56,2020-02-05,2020-01-30 00:00:00,2020-02-05,,1517.43,0.0,0
1592,F31008,      5926,E,2.0,2020-02-05 13:06:19,2020-02-05,2020-02-04 00:00:00,2020-02-05,,694.575,0.0,0
1593,F31009,      7042,E,2.0,2020-02-05 13:16:19,2020-02-05,2020-02-05 00:00:00,2020-02-05,,2096.55,0.0,0
1594,F31010,      7043,C,2.0,2020-02-05 13:40:53,2020-02-05,2020-02-05 00:00:00,2020-02-05,2020-02-06,414.4,0.0,0
1595,F31011,      7044,E,2.0,2020-02-05 14:02:57,2020-02-05,2020-02-05 00:00:00,2020-02-05,,1004.3103,0.0,0
1596,F31012,      6194,E,2.0,2020-02-05 14:06:41,2020-02-05,2020-02-05 00:00:00,2020-02-05,,175.2546,0.0,0
1597,F31013,      6939,E,2.0,2020-02-05 14:14:11,2020-02-05,2020-02-04 00:00:00,2020-02-05,,865.6,0.0,0
1598,F31014,      6932,E,2.0,2020-02-05 14:18:17,2020-02-05,2020-02-04 00:00:00,2020-02-05,,768.0,0.0,0
1599,F31015,      5926,E,2.0,2020-02-05 14:28:37,2020-02-05,2020-01-31 00:00:00,2020-02-05,,349.6936,0.0,0
1600,F31016,      5926,E,2.0,2020-02-05 14:35:21,2020-02-05,2020-02-05 00:00:00,2020-02-05,,808.8344,0.0,0
1601,F31017,       856,E,2.0,2020-02-05 14:41:57,2020-02-05,2020-02-05 00:00:00,2020-02-05,,103.0908,0.0,0
1602,F31018,      2465,E,1.0,2020-02-05 15:21:19,2020-02-05,2020-02-05 00:00:00,2020-02-20,,2275.0,0.0,0
1603,F31019,      2650,E,2.0,2020-02-05 16:39:38,2020-02-05,2020-02-05 00:00:00,2020-02-05,,3569.523,0.0,0
1604,F31020,      3630,E,2.0,2020-02-05 17:39:33,2020-02-05,2020-02-05 00:00:00,2020-02-20,,772.091,0.0,0
1605,F31021,       253,E,3.0,2020-02-06 08:15:20,2020-02-06,2020-02-04 00:00:00,2020-03-22,,1640.0,0.0,0
1606,F31022,      5926,E,2.0,2020-02-06 08:19:53,2020-02-06,2020-02-06 00:00:00,2020-02-06,,4860.0,0.0,0
1607,F31023,        85,C,4.0,2020-02-06 08:25:45,2020-02-06,2020-02-05 00:00:00,2020-02-21,2020-02-11,3190.0000000000005,0.0,0
1608,F31024,      5472,E,2.0,2020-02-06 09:04:06,2020-02-06,2020-02-06 00:00:00,2020-02-06,,507.5,0.0,0
1609,F31025,      5472,E,2.0,2020-02-06 09:19:12,2020-02-06,2020-02-06 00:00:00,2020-02-06,,252.00000000000003,0.0,0
1610,F31026,      1965,E,2.0,2020-02-06 09:49:55,2020-02-06,2020-02-06 00:00:00,2020-02-21,,101.73,15.26,0
1611,F31027,      3063,E,2.0,2020-02-06 10:11:46,2020-02-06,2020-02-06 00:00:00,2020-02-06,,17710.0,0.0,0
1612,F31028,      6973,E,2.0,2020-02-06 10:20:49,2020-02-06,2020-02-06 00:00:00,2020-02-06,,415.90950000000004,0.0,0
1613,F31029,      2385,E,5.0,2020-02-06 10:25:54,2020-02-06,2020-01-27 00:00:00,2020-03-07,,42000.0,0.0,0
1614,F31030,      4420,C,2.0,2020-02-06 10:53:51,2020-02-06,2020-02-06 00:00:00,2020-02-06,2020-02-06,595.0,0.0,0
1615,F31031,      4420,E,2.0,2020-02-06 11:00:59,2020-02-06,2020-02-06 00:00:00,2020-02-06,,595.0,0.0,0
1616,F31032,        42,E,2.0,2020-02-06 11:11:24,2020-02-06,2020-02-06 00:00:00,2020-03-07,,3150.0,0.0,0
1617,F31033,      5746,E,2.0,2020-02-06 11:52:07,2020-02-06,2020-02-06 00:00:00,2020-02-06,,218.9,0.0,0
1618,F31034,      4486,E,2.0,2020-02-06 12:02:40,2020-02-06,2020-02-06 00:00:00,2020-02-06,,2923.5,0.0,0
1619,F31035,       169,E,2.0,2020-02-06 12:11:43,2020-02-06,2020-02-06 00:00:00,2020-02-06,,391.74600000000004,0.0,0
1620,F31036,      4480,C,2.0,2020-02-06 12:14:24,2020-02-06,2020-02-06 00:00:00,2020-02-21,2020-02-14,9965.45,0.0,0
1621,F31037,      6054,E,2.0,2020-02-06 12:25:37,2020-02-06,2020-01-27 00:00:00,2020-02-06,,13995.900000000001,0.0,0
1622,F31038,       209,E,2.0,2020-02-06 12:40:30,2020-02-06,2020-01-31 00:00:00,2020-02-06,,1056.99,0.0,0
1623,F31039,      1965,E,2.0,2020-02-06 13:12:59,2020-02-06,2020-02-06 00:00:00,2020-02-21,,2010.0000000000002,301.50000000000006,0
1624,F31040,      7031,E,3.0,2020-02-06 13:19:13,2020-02-06,2020-01-27 00:00:00,2020-02-06,,1536.3300000000002,0.0,0
1625,F31041,       251,C,4.0,2020-02-06 13:23:22,2020-02-06,2020-01-23 00:00:00,2020-03-07,2020-02-27,10000.0,0.0,0
1626,F31042,      3968,E,2.0,2020-02-06 15:45:15,2020-02-06,2020-02-06 00:00:00,2020-02-21,,252.16000000000003,0.0,0
1627,F31043,      5039,E,1.0,2020-02-06 16:03:10,2020-02-06,2020-02-10 00:00:00,2020-03-07,,2541.5,0.0,0
1628,F31044,      7045,E,2.0,2020-02-06 16:35:32,2020-02-06,2020-02-06 00:00:00,2020-02-06,,547.5,0.0,0
1629,F31045,      7043,E,2.0,2020-02-06 16:54:40,2020-02-06,2020-02-06 00:00:00,2020-02-06,,414.40000000000003,0.0,0
1630,F31046,      5926,E,2.0,2020-02-06 17:05:45,2020-02-06,2020-02-06 00:00:00,2020-02-06,,2594.83,0.0,0
1631,F31047,      5106,E,2.0,2020-02-06 17:36:15,2020-02-06,2020-02-06 00:00:00,2020-02-06,,1097.047,0.0,0
1632,F31048,      3852,E,1.0,2020-02-06 17:59:32,2020-02-06,2020-02-07 00:00:00,2020-02-21,,2718.75,0.0,0
1633,F31049,      6744,E,3.0,2020-02-06 18:09:24,2020-02-06,2020-01-29 00:00:00,2020-02-06,,3400.0000000000005,0.0,0
1634,F31050,      1158,E,3.0,2020-02-07 08:50:23,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1956.66,0.0,0
1635,F31051,      5718,E,3.0,2020-02-07 08:52:31,2020-02-07,2020-01-29 00:00:00,2020-03-08,,7714.200000000001,0.0,0
1636,F31052,       161,E,5.0,2020-02-07 09:22:41,2020-02-07,2020-01-31 00:00:00,2020-03-08,,2125.5,0.0,0
1637,F31053,       161,E,5.0,2020-02-07 09:24:04,2020-02-07,2020-01-21 00:00:00,2020-03-08,,1850.0000000000002,0.0,0
1638,F31054,      3930,E,4.0,2020-02-07 09:38:55,2020-02-07,2020-02-04 00:00:00,2020-03-08,,51451.350000000006,0.0,0
1639,F31055,      5985,E,2.0,2020-02-07 10:14:37,2020-02-07,2020-02-07 00:00:00,2020-02-07,,952.6600000000001,0.0,0
